pname,society,colony,property_type,price_outer,price_per_sqft,possesion,description,Area,Total Floors,Facing,Property Age,furnishing,features,Overlooking,bedrooms,bathrooms,balconies,additional_room,area,zone,location,latitude,longitude
"3 Bedroom House for sale in Airport Road, Bhopal",airport road,gandhinagar,House,135.0,10800,Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 3 bhk house for sale in airport road, a well-Planned and well-Connected locality in bhopal. This residential property boasts proximity to key landmarks like close to school, close to hospital, close to market and close to airport. The house has over super built up area of 1250 sq.Ft. And comes with 3 bedrooms, 2 bathrooms and 2 balconies. Another added advantage of this 10+ years old house is that it is available for immediate possession. The type of ownership of this property is freehold. The price of this spacious independent house is 1.35 crore. Borewell/tank provides a regular supply of water to this residential house. The residential house is north-Facing. The floor of this independent house is beautifully designed using vitrified flooring, giving it an alluring look.","Plot area 1250
(116.13 sq.m.)  
sq.ft.",2.0,North,10+ Year Old,,"['Private Garden / Terrace', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Bank Attached Property', 'Natural Light', 'Airy Rooms']",Main Road,3,2,2,Not Available,1250.0,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"4 Bedroom House for sale in Gandhinagar, Bhopal",raja bhoj international airport,gandhinagar,House,65.0,6532,Ready To Move,4 duplex available in covered campus near raja bhoj international airport,"Plot area 995
(92.44 sq.m.)
Built Up area: 1750 sq.ft. (162.58 sq.m.)  
sq.ft.",2.0,East,0 to 1 Year Old,,['Water Storage'],Park/Garden,4,2,1,Not Available,995.1,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"3 Bedroom House for sale in Airport Road, Bhopal",vk comfort lush green,gandhinagar,House,90.0,10000,Ready To Move,"New duplex east facing purchase on thus year april 2024 Duplex with amenities of club house garden play areas,","Plot area 900
(83.61 sq.m.)  
sq.ft.",,East,1 to 5 Year Old    View Construction Status,,"['Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",Main Road,3,3,1,Not Available,900.0,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"5 Bedroom House for sale in Gandhinagar, Bhopal",gandhinagar,gandhinagar,House,250.0,7812,Under Construction,"New luxury 5 bhk house for sale in paras trinity colony, bhopal","Plot area 3200
(297.29 sq.m.)  
sq.ft.",2.0,,Under Construction,"['1 Water Purifier', '1 Geyser', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Private Garden / Terrace', 'Centrally Air Conditioned', 'Water Storage', 'Park', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Rain Water Harvesting']","Park/Garden,Main Road,Club",5,5,2," pooja room,study room,store room",3200.2,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"4 Bedroom House for sale in Lalghati, Bhopal",globus greens,lalgathi,House,225.0,15000,Ready To Move,It's very spacious bunglow ..It's prime location..Nearest all amenities..,"Plot area 1500
(139.35 sq.m.)
Built Up area: 2500 sq.ft. (232.26 sq.m.)  
sq.ft.",2.0,West,5 to 10 Year Old,"['4 Bed', '8 Wardrobe', '6 Fan', '1 Sofa', '1 Exhaust Fan', '3 Geyser', '2 AC', '3 TV', '1 Modular Kitchen', '1 Chimney', 'No Curtains', 'No Dining Table', 'No Light', 'No Microwave', 'No Fridge', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Park', 'Visitor Parking']","Park/Garden,Club",4,3,1, pooja room,1500.0,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"2 BHK Flat in Indra Vihar Colony, Bhopal",tilak society,lalgathi,Flat,25.0,3333,Ready To Move,"Best location in bhopal, 2 bhk flat with 2 toilet bathroom ground floor. Fully ventilation. Two side entrance, front and back","Carpet area: 750
(69.68 sq.m.)  
sq.ft.",0.0,South-West,5 to 10 Year Old,"['2 Fan', '14 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,,2,2,1,Not Available,750.08,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"2 BHK Flat in Airport Road, Bhopal",indra vihar residency,gandhinagar,Flat,25.0,3333,Ready To Move,"We are the proud owners of this 2 bhk apartment available in indra vihar residency, airport road, bhopal. This it is a and the unit is located on ground floor and has a super built-Up area of 750 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.","Super Built up area 750
(69.68 sq.m.)  
sq.ft.",0.0,,10+ Year Old,,,,2,2,1,Not Available,750.08,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"2 Bedroom House for sale in Gandhinagar, Bhopal",maharishi patanjali parisar,gandhinagar,House,12.5,2777,Ready To Move,Near to airport and all facilities available,"Plot area 450
(41.81 sq.m.)  
sq.ft.",,,10+ Year Old,,,,2,1,0,Not Available,450.13,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"2 Bedroom House for sale in Airport Road, Bhopal",the bellaire mint,gandhinagar,House,25.0,2500,Ready To Move,2bhk residential house for resale in the bellaire mint at airport road the bellaire mint 225.,"Built Up area: 1000
(92.9 sq.m.)  
sq.ft.",1.0,,,,,,2,2,1,Not Available,1000.0,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"3 BHK Flat in Lalghati, Bhopal",green acres,lalgathi,Flat,75.0,5068,Ready To Move,"Green acres is one of bhopal's most sought after destination for apartments and this 3 bhk flat in lalghati is your opportunity to be a part of this community. Containing 3 bedroom(s), 3 bathrooms , this flat is spread over a built up area of 1480 sq.Ft. The flat has a total of 6 floors and this property is situated on 5th floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property.","Built Up area: 1480
(137.5 sq.m.)  
sq.ft.",5.0,,,,,,3,3,0,Not Available,1479.87,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"2 BHK Flat in Airport Road, Bhopal",nirman sudhas parn kuti parisar,gandhinagar,Flat,30.0,4000,Ready To Move,Our flat is fully renovated ..Can see first..Then decide,"Carpet area: 750
(69.68 sq.m.)  
sq.ft.",2.0,,5 to 10 Year Old,,['Park'],,2,1,3,Not Available,750.0,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"3 Bedroom House for sale in Airport Road, Bhopal",shanti enclave,gandhinagar,House,42.0,5250,Ready To Move,800 sq feet duplex building for sale,"Plot area 800
(74.32 sq.m.)  
sq.ft.",2.0,,0 to 1 Year Old,,,,3,3,2,Not Available,800.0,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"3 Bedroom House for sale in New Central Jail, Bhopal",airport road,gandhinagar,House,100.0,8583,Ready To Move,Luxurious full furnished 3 bhk duplex with all the modern amenities,"Plot area 1165
(108.23 sq.m.)  
sq.ft.",2.0,North,5 to 10 Year Old,"['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '8 Light', '3 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","Park/Garden,Club,Main Road,Others",3,3,2, others,1165.09,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"4 Bedroom House for sale in Raja Bhoj Airport Area, Bhopal",raja bhoj airport area,gandhinagar,House,76.99,7819,Ready To Move,With all permissions tncp rera approved Plot size - 25x40 Carpet area - 1800sq.Ft Super built up - 2000sq.Ft,"Plot area 984.6
(91.47 sq.m.)
Carpet area: 2000 sq.ft. (185.81 sq.m.)  
sq.ft.",2.0,East,0 to 1 Year Old,,"['Private Garden / Terrace', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Natural Light', 'Airy Rooms', 'Waste Disposal']",,4,4,1,Not Available,984.65,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"3 BHK Flat in Nayapura, Bhopal",dk bridge tower,lalgathi,Flat,48.0,3692,Ready To Move,"This beautiful 3 bhk flat in nayapura, bhopal is situated in dk bridge tower, one of the popular residential society in bhopal. The flat occupies a carpet area of 1300 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 2 balconies. This flat is situated on the 5th floor of this 6 floors tall residential building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The flat will offer a modern lifestyle as it is presented with many of the amenities such as park, cctv surveillance and lift(s).","Carpet area: 1300
(120.77 sq.m.)  
sq.ft.",5.0,,1 to 5 Year Old,"['3 Fan', '3 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Park']",,3,2,2,Not Available,1300.11,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"8 Bedroom House for sale in Singarcholi, Bhopal",singarcholi,lalgathi,House,225.0,9782,Under Construction,"We are proud owners of house/villa available for sale in singarcholi, bhopal. Available at price of rs 2.25 crores. It has carpet area of 2300 sqft. It has 5 bhk, 8 bathroom, 7 balcony.It is a freehold property","Carpet area: 2300
(213.68 sq.m.)  
sq.ft.",3.0,,,,,,8,8,3,Not Available,2300.14,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"2 BHK Flat in Sanjeev Nagar, Bhopal",ripl maple tree,gandhinagar,Flat,33.0,3038,Ready To Move,Luxurious 2 bhk apartment with all the modern amenities,"Super Built up area 1086
(100.89 sq.m.)  
sq.ft.",5.0,East,5 to 10 Year Old,"['2 Wardrobe', '2 Bed', '1 Water Purifier', '4 Fan', '1 Sofa', '1 Exhaust Fan', '1 Geyser', '8 Light', '1 Curtains', '1 AC', 'No Chimney', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']","Park/Garden,Club,Main Road",2,2,1,Not Available,1086.24,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"5 Bedroom House for sale in Airport Road, Bhopal",airport road,gandhinagar,House,60.0,5000,Ready To Move,"Bhopal's prime location airport/karod by pass road, Well construct with topgrade rcc.","Plot area 1200
(111.48 sq.m.)
Built Up area: 2800 sq.ft. (260.13 sq.m.)  
sq.ft.",,,5 to 10 Year Old,,"['Private Garden / Terrace', 'Park']",,5,4,0,Not Available,1200.0,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"3 Bedroom House for sale in Sanjeev Nagar, Bhopal",comfort heights,gandhinagar,House,99.0,8497,Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 3 bhk house for sale in sanjeev nagar, a well-Planned and well-Connected locality in bhopal. Constructed on a super built up area of 1165 sq.Ft., this house comprises 3 bedrooms, 3 bathrooms and 2 balconies. The houses comes with dedicated 1 covered and 1 open parking space(s) where you can easily park your vehicle(s). This is a ready to move house, which is 1-5 years old. The ownership right of this property is freehold. This independent house is available at an attractive price of 99 lac. The house will offer a modern lifestyle as it is presented with many of the amenities such as maintenance staff, visitor parking and park. This independent house is well equipped to meet all your water needs through access to borewell/tank and municipal corporation supply. This property faces the north direction.","Plot area 1165
(108.23 sq.m.)  
sq.ft.",2.0,North,1 to 5 Year Old,"['1 Water Purifier', '1 Fridge', '6 Fan', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '10 Light', '1 Chimney', '4 AC', '1 Curtains', '1 Modular Kitchen', '1 TV', '4 Wardrobe', '3 Bed', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",Park/Garden,3,3,2, others,1165.12,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"2 BHK Flat in Nayapura, Bhopal",shashi hi tech city,lalgathi,Flat,18.0,2643,Ready To Move,"Spacious rooms, well maitained society","Carpet area: 681
(63.27 sq.m.)  
sq.ft.",1.0,,1 to 5 Year Old,,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']",,2,2,2,Not Available,681.04,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"3 BHK Flat in Airport Road, Bhopal",harshit lifestyle,gandhinagar,Flat,33.0,2869,Ready To Move,Luxurious 3 bhk apartment with all the modern amenities,"Built Up area: 1150
(106.84 sq.m.)
Carpet area: 940 sq.ft. (87.33 sq.m.)  
sq.ft.",2.0,West,0 to 1 Year Old    View Construction Status,,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","Park/Garden,Club,Main Road,Others",3,3,2, others,1150.23,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"2 Bedroom House for sale in Airport Road, Bhopal",bda colony gondermau airport road,gandhinagar,House,22.0,4888,Ready To Move,Independent house for sale Bda colony airport road Bhopal L k bairagi,"Plot area 450
(41.81 sq.m.)  
sq.ft.",1.0,North-East,5 to 10 Year Old,"['1 Bed', '1 Wardrobe', '1 Sofa', '1 Exhaust Fan', '1 Dining Table', '1 Curtains', 'No AC', 'No Chimney', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","Park/Garden,Main Road",2,1,2,Not Available,450.08,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"2 BHK Flat in Sanjeev Nagar, Bhopal",shri krishna guru complex,gandhinagar,Flat,24.0,5095,Ready To Move,"2bhk flat sells, ready to move, near sanjeev nagar atal parisar nevri, semi furnished Lalghati distance 2 km Karond square distance 5 km Railway station 8 km","Carpet area: 471
(43.76 sq.m.)  
sq.ft.",2.0,South,1 to 5 Year Old,"['1 Bed', '1 Water Purifier', '1 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Maintenance Staff', 'Water Storage', 'Park']",Park/Garden,2,1,1,Not Available,471.05,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
"2 BHK Flat in Gandhinagar, Bhopal",rishikesh nirmaan the bellaire mint,gandhinagar,Flat,30.0,4000,Ready To Move,"Corner flat, entry from east side, additional balcony facing garden and road..","Super Built up area 1060
(98.48 sq.m.)
Carpet area: 750 sq.ft. (69.68 sq.m.)  
sq.ft.",6.0,East,5 to 10 Year Old,,"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting']","Park/Garden,Main Road",2,2,3,Not Available,750.0,West Bhopal (Airport & Bairagarh Side),West Bhopal (Airport & Bairagarh Side),23.2773,77.364
