pname,society,price_outer,price_per_sqft,possesion,description,Area,Total Floors,Facing,Property Age,furnishing,features,Overlooking,bedrooms,bathrooms,balconies,additional_room,area
"3 Bedroom House for sale in Awadhpuri, Bhopal",awadhpuri,55.0,6875,Ready To Move,"This 3 bhk house for sale in awadhpuri, a well planned locality in bhopal, is ideal for a family that is looking for complete peace of mind. Containing 3 bedrooms, 3 bathrooms and 1 balcony, this independent house is spread over a super built up area of 800 sq.Ft. The owner of the house also gets 1 covered and 1 open parking slot(s) to park their car safely. As the property is already ready to move, so you can easily move into this 5-10 years old house. This house is owned under freehold contract. The property is available for sale at a competitive price of 55 lac. Municipal corporation and borewell/tank provides a regular supply of water to this residential house. The residential house is east-Facing. The floor of this independent house is beautifully designed using marble flooring, giving it an alluring look.","Plot area 800
(74.32 sq.m.)
Built Up area: 1400 sq.ft. (130.06 sq.m.)  
sq.ft.",2,East,5 to 10 Year Old,,,,3,3,1,Not Available,800.0
"2 Bedroom House for sale in Awadhpuri, Bhopal",awadhpuri,55.0,5500,Ready To Move,"Do you wish to buy an independent house in awadhpuri, bhopal. This 2 bhk house looks like an ideal choice for somebody looking for peace of mind. The house has over super built up area of 1000 sq.Ft. And comes with 2 bedrooms, 2 bathrooms . The owner of the house also gets 1 covered and 1 open parking slot(s) to park their car safely. Being a ready to move house, you can expect immediate possession of this 10+ years old property. The nature of ownership of this independent house is freehold. This independent house is available at an attractive price of 55 lac. The house provides continuous water supply from municipal corporation. This is a north-East-Facing property. The house comes well built with marble flooring options.","Plot area 1000
(92.9 sq.m.)
Built Up area: 800 sq.ft. (74.32 sq.m.)  
sq.ft.",1,North-East,10+ Year Old,,,,2,2,0,Not Available,1000.0
"4 Bedroom House for sale in Shahpura, Bhopal",c sector,47.0,5641,Ready To Move,"This house have been built on 2plots and hence it has 4 portion, 2 on ground floor 2 on 1st floor.","Plot area 780
(72.46 sq.m.)  
sq.ft.",2,NA,10+ Year Old,"['1 Water Purifier', '5 Fan', '1 Exhaust Fan', '1 Geyser', '1 Stove', '5 Light', '1 Modular Kitchen', '1 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Private Garden / Terrace', 'Water Storage', 'Waste Disposal']",,4,4,2,Not Available,833.19
"4 Bedroom House for sale in Mendua, Bhopal",sid saffron valley,60.0,4000,Ready To Move,"Looking for buyer to purchase our house/villa available for sale in bhojpur road, bhopal. Available at price of rs 60 lacs. It has plot area of 1500 sq ft. It has 4 bhk, 4 bathroom, 2 balcony.It is a freehold property","Plot area 1500
(139.35 sq.m.)  
sq.ft.",2,NA,1 to 5 Year Old,,,,4,4,2,Not Available,1500.0
"8 Bedroom House for sale in B sector shahpura, Bhopal",shahpura,210.0,8750,Ready To Move,Premium 8bhk triplex for sale Perfect for residential use | high rental income,"Plot area 2400
(222.97 sq.m.)
Built Up area: 5000 sq.ft. (464.52 sq.m.)  
sq.ft.",3,South,10+ Year Old,,"['Park', 'Visitor Parking']","Others,Main Road,Park/Garden",8,6,2," study room,pooja room,others",2400.0
"2 Bedroom House for sale in Mandideep, Bhopal",mandideep,35.0,3932,Ready To Move,Only interested call watsapp details,"Plot area 890
(82.68 sq.m.)
Built Up area: 1382 sq.ft. (128.39 sq.m.)  
sq.ft.",2,NA,1 to 5 Year Old,,,,2,2,1,Not Available,890.13
"3 Bedroom House for sale in Arera Colony, Bhopal",ag8 aakriti flamingo 3,127.0,12700,Ready To Move,"For sale 3 bhk duplex east facing in flamingo aakrit eco city bawadia kalan Price - 1,27,00,000/- Crore (Rajat)","Plot area 1000
(92.9 sq.m.)  
sq.ft.",1,East,1 to 5 Year Old,"['3 Wardrobe', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Park', 'Visitor Parking']",Park/Garden,3,3,2,Not Available,1000.0
"5 Bedroom House for sale in Panchwati Colony, Bhopal",panchwati colony,114.99999999999999,8214,Ready To Move,"Are you planning to buy your dream home? You can consider this well-Built 5 bhk house for sale in panchwati colony, bhopal and make it your new address. This house occupies a super built up area of 1400 sq.Ft. And contains 5 bedrooms, 4 bathrooms and 2 balconies. There is 1 covered & 1 open parking available with this house. This is a ready to move house, which is 1-5 years old. The ownership right of this property is freehold. The price of this spacious independent house is 1.15 crore. All the modern amenities such as visitor parking and maintenance staff will make life easier for you. An uninterrupted supply of clean water provides a hassle-Free experience for the residents. The residential house is east-Facing. The floor of this independent house is beautifully designed using concrete flooring, giving it an alluring look.","Plot area 1400
(130.06 sq.m.)  
sq.ft.",2,East,1 to 5 Year Old,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Visitor Parking']",Park/Garden,5,4,2, study room,1400.05
"4 Bedroom House for sale in Shahpura, Bhopal",shubhalay pride,114.99999999999999,9829,Ready To Move,"Duplex for sale at prime location of bawadiya kalan in front of aura mall in a covered campus. This property is very close to main road and is best suited for residential purpose as the society has 3 gardens for children's and has all modern amenities like hospital, school nearby. For more details contact komal.","Plot area 1170
(108.7 sq.m.)  
sq.ft.",2,East,5 to 10 Year Old,,"['Feng Shui / Vaastu Compliant', 'Visitor Parking', 'Rain Water Harvesting']",Main Road,4,3,2, study room,1170.01
"10 Bedroom House for sale in Patel Nagar, Bhopal",ibd raisina,128.0,7111,Ready To Move,"For sale: 10bhk duplex in patel nagar, ibd raisena","Plot area 1800
(167.23 sq.m.)  
sq.ft.",2,West,5 to 10 Year Old    View Construction Status,,"['Maintenance Staff', 'Water Storage', 'Park']","Park/Garden,Club",10,6,3, servant room,1800.03
"5 Bedroom House for sale in Ayodhya Nagar, Bhopal",ayodhya nagar,96.0,5333,Ready To Move,"This property good spacious to park four wheeler+ 3-4 two wheelers at a time.Well covered by boundary wall,and high gate. Infront of this well wide road around 30 ' .This property has been renovated by replacing old mozik floors by vitrified tiles.Property is well maintained in status. Colony is having very good gentry. It is very near to well known convent school which named st.Thomas sr.Secondary convent school. Coloney has well connectivity to isbt, rani kamalapati railway station & main railway station,bhopal.At the same time bhopal airport is only 25 minutes away from property. There is availability of plenty of fresh vegetables shops..And weekly very big vegetable & fruit market which is visited by other surrounding localities. So it is very good from every corner.","Plot area 1500
(139.35 sq.m.)
Built Up area: 2590 sq.ft. (240.62 sq.m.)  
sq.ft.",1,North-East,10+ Year Old,"['2 Bed', '1 Water Purifier', '1 Fan', '1 Sofa', '1 Exhaust Fan', '1 Microwave', '1 Light', '1 TV', '1 Curtains', 'No AC', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Fridge', 'No Stove', 'No Wardrobe', 'No Washing Machine']","['Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking']",,5,3,1, pooja room,1800.11
"3 Bedroom House for sale in Khajuri Kalan , Bhopal",essarjee sampada,64.06,5125,Ready To Move,"On the lookout for a spacious house in bhopal? Go for this 3 bhk house for sale in khajuri kalan, a well-Connected locality within bhopal. This house occupies a built up area of 1250 sq.Ft. And contains 3 bedrooms, 2 bathrooms . This 0-1 year old property is available for immediate possession as the house is ready to move. It is a freehold property. The property is available for sale at a competitive price of 64.06 lac.","Built Up area: 1250
(116.13 sq.m.)  
sq.ft.",1,NA,,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,,3,2,0,Not Available,1249.95
"4 Bedroom House for sale in Danish Nagar, Bhopal",sterling castles,100.0,9090,Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 4 bhk house for sale in danish nagar, a well-Planned and well-Connected locality in bhopal. Constructed on a super built up area of 1100 sq.Ft., this house comprises 4 bedrooms, 4 bathrooms and 2 balconies. There is 1 covered & 1 open parking available with this house. As the property is already ready to move, so you can easily move into this 5-10 years old house. This house is owned under freehold contract. The property is available for sale at a competitive price of 1 crore. The house will offer a modern lifestyle as it is presented with many of the amenities such as visitor parking and park. This independent house is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply. This property faces the north direction.","Plot area 1100
(102.19 sq.m.)  
sq.ft.",2,North,5 to 10 Year Old,,"['Water Storage', 'Park', 'Visitor Parking']","Park/Garden,Club",4,4,2,Not Available,1100.11
"4 Bedroom House for sale in Sonagiri, Bhopal",sonagiri,85.0,8500,Ready To Move,Independent duplex Near to metro station Railway station Schools/college Temples Hospital Market place Stairs from outside for seperate area.,"Plot area 1000
(92.9 sq.m.)  
sq.ft.",2,East,1 to 5 Year Old,"['1 Exhaust Fan', '1 Washing Machine', '15 Light', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Water Purifier']",['Water Storage'],,4,4,1, pooja room,1000.0
"9 Bedroom House for sale in Saket Nagar, Bhopal",saket nagar,149.0,12416,Ready To Move,"This 9 bhk house for sale in saket nagar is an ideal abode for a family. Even better, it is situated in one of the prominent localities of bhopal. Containing 9 bedrooms, 8 bathrooms and 3 balconies, this independent house is spread over a super built up area of 1200 sq.Ft. This 9 bhk house comes attached with 1 covered and 1 open parking for your vehicle(s). As the property is already ready to move, so you can easily move into this 1-5 years old house. This house is owned under freehold contract. The price of this spacious independent house is 1.49 crore. An uninterrupted supply of clean water provides a hassle-Free experience for the residents. The residential house is north-Facing. The floor of this independent house is beautifully designed using marble flooring, giving it an alluring look.","Plot area 1200
(111.48 sq.m.)  
sq.ft.",3,North,1 to 5 Year Old,,,,9,8,3,Not Available,1200.06
"4 Bedroom House for sale in Laxmi Nagar, Bhopal",laxmi nagar,80.0,8000,Ready To Move,"1st floor...1 hall ,2 bed room with attached washroom,1 kitchen 2 floor .....1 hall 2 bedroom with attached washroom,1 kitchen 2 families separately can live","Plot area 1000
(92.9 sq.m.)  
sq.ft.",2,NA,5 to 10 Year Old,,,,4,4,1,Not Available,1000.0
"4 Bedroom House for sale in Bawadia Kalan, Bhopal",berry surendra enclave,110.00000000000001,8943,Ready To Move,"Looking to buy an independent house in bhopal? Do check out this 4 bhk house in bawadia kalan, which is an ideal choice for a family. The floor plan additionally contains 4 bedrooms, 4 bathrooms and 2 balconies. All in all, the independent house is spread over a super built up area of 1230 sq.Ft. The houses comes with dedicated 1 covered and 1 open parking space(s) where you can easily park your vehicle(s). This is a ready to move house, which is 5-10 years old. The ownership right of this property is freehold. The property is available for sale at a competitive price of 1.1 crore. Many of the modern amenities being offered, like maintenance staff, park and visitor parking, will provide a pleasant living experience for you. The house provides a continuous supply of water for its residents. This is a south-East-Facing property. The house comes well built with marble flooring options.","Plot area 1230
(114.27 sq.m.)
Built Up area: 2200 sq.ft. (204.39 sq.m.)  
sq.ft.",2,South-East,5 to 10 Year Old,,"['Private Garden / Terrace', 'Maintenance Staff', 'Park', 'Visitor Parking']","Park/Garden,Club",4,4,2,Not Available,1230.01
"3 Bedroom House for sale in Katara Hills, Bhopal",signature 360,80.0,8000,Ready To Move,"Are you planning to buy your dream home? You can consider this well-Built 3 bhk house for sale in katara hills, bhopal and make it your new address. This house occupies a super built up area of 1000 sq.Ft. And contains 3 bedrooms, 3 bathrooms and 1 balcony. There is 1 covered & 1 open parking available with this house. This 5-10 years old property is available for immediate possession as the house is ready to move. It is a freehold property. The property is available for sale at a competitive price of 80 lac. Municipal corporation and borewell/tank provides a regular supply of water to this residential house. The residential house is east-Facing. The floor of this independent house is beautifully designed using marble flooring, giving it an alluring look.","Plot area 1000
(92.9 sq.m.)  
sq.ft.",2,East,5 to 10 Year Old,,,Park/Garden,3,3,1,Not Available,1000.0
"4 Bedroom House for sale in Rajat Bihar Colony, Bhopal",rajat bihar colony,145.0,12083,Ready To Move,"On the lookout for a spacious house in bhopal? Go for this 4 bhk house for sale in rajat bihar colony, a well-Connected locality within bhopal. This house occupies a super built up area of 1200 sq.Ft. And contains 4 bedrooms, 4 bathrooms and 2 balconies. This 4 bhk house comes attached with 2 covered and 1 open parking for your vehicle(s). As the property is already ready to move, so you can easily move into this 10+ years old house. This house is owned under freehold contract. This spacious house can be all yours at an attractive price of 1.45 crore. The house provides continuous water supply from municipal corporation and borewell/tank. This is a south-Facing property. The house comes well built with marble flooring options.","Plot area 1200
(111.48 sq.m.)  
sq.ft.",,South,10+ Year Old,,,Main Road,4,4,2,Not Available,1200.03
"4 Bedroom House for sale in Hoshangabad Road, Bhopal",nirupam royal palms,90.0,7200,Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 4 bhk house for sale in hoshangabad road, a well-Planned and well-Connected locality in bhopal. The floor plan additionally contains 4 bedrooms, 4 bathrooms and 2 balconies. All in all, the independent house is spread over a super built up area of 1250 sq.Ft. This 4 bhk house comes attached with 1 covered and 1 open parking for your vehicle(s). This is a ready to move house, which is 5-10 years old. The ownership right of this property is freehold. This independent house is available at an attractive price of 90 lac. You enjoy a 24*7 water supply in your house. This independent house is facing the west direction. The beautifully designed marble flooring enhances the beauty of this independent house.","Plot area 1250
(116.13 sq.m.)  
sq.ft.",2,West,5 to 10 Year Old,,,"Park/Garden,Club",4,4,2,Not Available,1250.0
"4 Bedroom House for sale in Habib Ganj, Bhopal",nikhil banglow,87.0,7909,Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 4 bhk house for sale in habib ganj, bhopal seems to be an ideal choice for a peaceful abode for a family. The floor plan additionally contains 4 bedrooms, 3 bathrooms and 2 balconies. All in all, the independent house is spread over a super built up area of 1100 sq.Ft. The houses comes with dedicated 1 covered and 1 open parking space(s) where you can easily park your vehicle(s). This is a ready to move house, which is 5-10 years old. The ownership right of this property is freehold. The property is available for sale at a competitive price of 87 lac. The housing society ensures a continuous supply of water to your house from borewell/tank and municipal corporation. This residential house is north-Facing direction. The well built marble flooring enhances the aesthetic appeal of this independent house. The marble flooring of this independent house is beautifully designed and helps to give it a pleasing look.","Plot area 1100
(102.19 sq.m.)  
sq.ft.",2,North,5 to 10 Year Old,,,,4,3,2,Not Available,1100.01
