society,colony,property_type,price,price_per_sqft,Total Floors,Facing,bedrooms,bathrooms,balconies,mainarea,study room,servant room,store room,pooja room,others,view floor plan,furnishing_type,luxury_score,Overlooking_Categories
akash nagar,central bhopal,House,200.0,13333,2.0,West,4,4,1,1500.0,1,0,0,1,0,0,1,63,Green View Homes
dk bridge tower,lalgathi,Flat,49.99,4347,5.0,,3,2,2,1150.0,0,0,0,0,0,0,1,12,Road Facing Homes
sarc pacific blue,hoshangabad road,Flat,32.59,2727,2.0,North,3,2,2,1195.0,0,0,0,0,0,0,0,57,Amenity Facing Homes
bda swami vivekanand parisar,katara hills,Flat,11.5,2300,4.0,,1,1,0,500.0,0,0,0,0,0,0,1,13,Green View Homes
ishaan grand estate,misrod,House,92.4,5600,2.0,West,4,4,2,1650.0,0,0,0,0,0,0,1,19,Green View Homes
peer gate area,peer gate area,House,299.99,10714,1.0,,7,7,0,2800.0,0,0,0,0,0,0,1,0,Road Facing Homes
metro gulmohar,bawadia kalan,Flat,39.95,3400,3.0,,3,3,2,1175.0,0,0,1,0,0,1,1,68,Road Facing Homes
aaren bhagwan parisar,misrod,Flat,28.0,3294,4.0,,2,2,2,850.0,0,0,0,0,0,0,1,19,Road Facing Homes
surbhi tower,central bhopal,Flat,39.99,4705,1.0,,3,2,2,850.0,0,0,0,0,0,0,1,29,Road Facing Homes
aakar avenue,hoshangabad road,Flat,23.0,2300,2.0,,2,2,1,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
ibd royal city,salaiya,Flat,34.99,3043,5.0,,3,2,2,1150.0,0,0,0,0,0,0,1,0,Road Facing Homes
shaligram rudraksh park phase 2,bawadia kalan,Flat,72.0,4000,6.0,East,3,3,2,1800.0,0,0,0,0,0,0,1,36,Amenity Facing Homes
agrawal sagar golden palm,katara hills,Flat,44.85,2990,6.0,North,3,2,3,1500.0,0,0,0,1,0,0,0,67,Amenity Facing Homes
agrawal sagar pearl,hoshangabad road,Flat,124.99,11363,2.0,East,4,4,3,1100.0,0,0,0,0,0,0,0,57,Premium Scenic Homes
lalita nagar,gehu kheda,House,33.0,5500,1.0,North,1,1,1,600.0,0,0,0,0,0,0,1,2,Road Facing Homes
fortune soumya atlantis,katara hills,Flat,19.99,2923,5.0,West,2,1,1,684.0,0,0,0,0,0,0,1,42,Amenity Facing Homes
sarvadharm colony,kolar road,Flat,9.0,2571,2.0,North,1,1,1,350.0,0,0,0,0,0,0,1,10,Road Facing Homes
sector b indrapuri,piplani,House,325.0,13000,1.0,North-West,4,2,2,2500.0,0,0,0,0,0,0,1,13,Green View Homes
mahalaxmi awasiy parisar,neelbad,Flat,41.09,3424,2.0,,2,2,1,1200.0,0,0,0,0,1,0,0,0,Amenity Facing Homes
g n city,bypass road,House,62.0,5299,2.0,,2,2,1,1170.0,0,0,0,0,0,0,1,0,Road Facing Homes
chinarr dream city,misrod,Flat,22.0,1833,4.0,,2,2,1,1200.0,0,0,0,0,0,0,1,15,Road Facing Homes
khushipra,bhopal,Flat,23.0,3650,1.0,,2,2,3,630.0,0,0,0,0,0,0,1,0,Road Facing Homes
gn tower,bagmugaliya,Flat,45.0,4500,2.0,North,3,2,2,1000.0,0,0,0,0,0,0,2,0,Road Facing Homes
karond,karond,House,23.0,1533,1.0,,3,1,0,1500.0,0,0,0,0,0,0,1,4,Green View Homes
samriddhi apartment,kolar road,Flat,25.0,3125,1.0,,2,2,0,800.0,0,0,0,0,0,0,1,24,Road Facing Homes
ville panache,salaiya,Flat,90.0,7200,1.0,,3,2,2,1250.0,0,0,0,0,0,0,1,66,Amenity Facing Homes
katara,misrod,House,26.0,5078,1.0,,1,1,0,512.0,0,0,0,0,0,0,1,30,Green View Homes
idgah hills,shahjahanabad,House,129.99,7428,2.0,,5,4,1,1750.0,0,0,0,0,0,0,1,8,Road Facing Homes
bda apartment,salaiya,Flat,8.5,1416,0.0,South-West,1,1,0,600.0,0,0,0,0,0,0,1,11,Green View Homes
old subhash nagar colony,govindpura,House,159.99,5333,3.0,,10,6,3,3000.0,1,0,1,1,0,0,1,20,Road Facing Homes
landmark square,bagmuliya,Flat,44.99,4285,3.0,West,3,2,1,1050.0,0,0,0,0,0,0,2,15,Road Facing Homes
ashoka garden,ashoka garden,House,120.0,6857,1.0,,3,3,0,1750.0,0,0,0,0,1,0,0,27,Road Facing Homes
fortune soumya heritage,misrod,Flat,23.9,3292,6.0,East,2,2,2,726.0,0,0,0,0,0,0,2,65,Amenity Facing Homes
karariya sajidabad,bhopal,House,79.97,2962,3.0,,6,5,2,2700.0,0,0,0,0,0,0,1,0,Road Facing Homes
park serine apartment sunkhedi,salaiya,Flat,19.99,3245,5.0,,2,2,1,616.0,0,0,0,0,0,0,1,0,Road Facing Homes
danish hills view,kolar road,Flat,64.77,4318,2.0,East,3,3,3,1500.0,0,0,0,0,0,1,1,30,Green View Homes
peace valley-1 narela shankari,karond,House,54.99,7935,2.0,,3,2,1,693.0,0,0,0,0,0,0,1,0,Road Facing Homes
shiv sangam nagar,awadhpuri,House,20.0,2000,2.0,,3,3,1,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
neeti apartment,govindpura,Flat,30.0,5454,1.0,,2,2,2,550.0,0,0,0,0,0,0,1,8,Road Facing Homes
mirchandani shalimar enclave,arera colony,Flat,35.0,4375,3.0,,2,2,2,800.0,0,0,0,0,0,0,1,10,Road Facing Homes
sonagiri,piplani,House,92.28,10857,2.0,East,4,3,1,850.0,0,0,0,1,0,0,1,18,Green View Homes
onyx palace lalita nagar,kolar road,House,74.99,7894,1.0,West,3,2,2,950.0,0,0,0,0,0,0,1,13,Road Facing Homes
shiva whispering woods,salaiya,Flat,49.99,4166,3.0,,3,2,2,1200.0,0,0,0,0,0,0,0,4,Amenity Facing Homes
bagmugaliya,bagmugaliya,House,100.0,8000,1.0,East,2,2,1,1250.0,0,0,0,0,0,0,2,28,Green View Homes
bypass road,bypass road,House,80.0,4336,1.0,,4,3,1,1845.0,0,0,0,0,0,0,1,0,Green View Homes
spring valley,misrod,Flat,19.0,2533,1.0,North,2,2,1,750.0,0,0,0,0,0,0,1,5,Road Facing Homes
amaltas ambreen homes,katara hills,Flat,33.33,2666,2.0,East,3,2,2,1250.0,0,0,0,0,0,0,1,50,Amenity Facing Homes
shiv aangan,bawadia kalan,Flat,64.99,5701,4.0,,3,2,3,1140.0,0,0,0,0,0,0,1,33,Amenity Facing Homes
ayodhya bypass,ayodhya bypass,House,974.97,21666,3.0,North-East,5,5,3,4500.0,0,1,0,1,1,0,2,31,Green View Homes
bagmugaliya,bagmugaliya,House,149.99,15463,2.0,West,5,4,3,970.0,0,1,0,0,0,0,1,15,Road Facing Homes
ikon kanha greens,bawadia kalan,Flat,24.8,2067,5.0,,3,3,1,1200.0,0,0,0,0,0,0,1,42,Amenity Facing Homes
gautam nagar,central bhopal,House,300.0,12500,1.0,South,4,4,3,2400.0,0,1,0,0,0,0,1,0,Road Facing Homes
fortune kasturi,hoshangabad road,Flat,35.0,3089,2.0,North,2,2,1,1133.0,0,0,0,0,0,0,1,40,Amenity Facing Homes
karamveer nagar,piplani,House,155.0,10333,2.0,East,4,3,1,1500.0,1,0,0,1,0,0,1,5,Road Facing Homes
shubh shanti tower,bagmuliya,Flat,54.99,3666,1.0,,3,3,1,1500.0,0,0,0,0,0,0,1,9,Green View Homes
agrawal sagar premium towers,shirdipuram,Flat,40.83,3795,5.0,,3,2,2,1076.0,0,0,0,0,0,0,0,52,Green View Homes
shree jee tower,ashoka garden,Flat,32.0,5714,3.0,,2,2,1,560.0,0,0,0,0,0,0,1,0,Road Facing Homes
chuna bhatti,chuna bhatti,House,228.25,13043,2.0,,3,3,1,1750.0,1,0,1,1,0,0,0,18,Amenity Facing Homes
rohit nagar,bawadia kalan,House,135.0,11739,2.0,West,4,4,1,1150.0,1,1,1,1,0,0,1,34,Road Facing Homes
agrawal sagar garden homes,chuna bhatti,House,199.99,15151,,East,4,2,1,1320.0,0,0,0,0,0,0,0,68,Green View Homes
globus coral woods,misrod,Flat,28.21,3838,5.0,,2,2,1,735.0,0,0,0,0,0,0,1,39,Amenity Facing Homes
shakti nagar,habib ganj,House,515.61,23437,1.0,North,3,2,2,2200.0,1,1,0,1,1,0,1,9,Green View Homes
narayan nagar,habib ganj,House,110.0,10476,2.0,,5,4,1,1050.0,0,0,0,0,0,0,1,18,Road Facing Homes
kwality paradise,bhopal,House,81.99,5466,2.0,East,3,4,1,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
ci estate,kolar road,House,60.5,5500,2.0,West,3,3,1,1100.0,0,0,0,0,0,0,1,12,Road Facing Homes
c -140 indra,lalgathi,Flat,37.99,3166,2.0,,3,2,2,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,hoshangabad road,House,148.07,3484,2.0,East,5,4,3,4250.0,1,1,0,1,1,0,0,65,Green View Homes
awadhpuri,awadhpuri,House,86.25,7500,2.0,West,3,3,1,1150.0,0,0,0,0,0,0,1,4,Green View Homes
girnar hills,awadhpuri,House,40.0,7142,2.0,North,2,2,1,560.0,0,0,0,0,0,0,1,17,Green View Homes
globus coral woods,misrod,Flat,59.99,5692,4.0,,3,3,2,1054.0,0,0,0,1,0,0,1,63,Amenity Facing Homes
sargam cinema,bhopal,House,365.0,24333,2.0,East,3,3,1,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
ayodhya bypass,ayodhya bypass,House,97.99,4454,2.0,West,4,3,2,2200.0,0,0,0,1,0,0,1,8,Green View Homes
fortune estate,kolar road,House,125.0,8333,2.0,East,4,4,2,1500.0,0,0,0,0,0,0,1,11,Green View Homes
mandideep,mandideep,House,54.34,3932,2.0,,2,2,1,1382.0,0,0,0,0,0,0,1,8,Road Facing Homes
vardhman green park,ashoka garden,House,100.0,10526,3.0,,5,4,3,950.0,0,0,0,0,0,0,1,0,Road Facing Homes
sweet home residency,karond,House,101.11,7222,2.0,West,3,2,1,1400.0,0,0,0,0,0,0,1,8,Road Facing Homes
ibd raisina,patel nagar,House,74.99,7142,3.0,,4,3,3,1050.0,0,0,0,0,0,0,1,3,Amenity Facing Homes
katara,misrod,House,85.0,7727,2.0,West,3,3,1,1100.0,0,0,0,0,0,0,1,30,Green View Homes
gehukheda coverd campus,kolar road,House,118.5,5925,3.0,West,4,5,2,2000.0,1,0,0,0,0,0,1,0,Road Facing Homes
transport,bhopal,Flat,40.0,5000,1.0,,3,3,2,800.0,0,0,0,0,0,0,1,0,Road Facing Homes
bagh dilkusha,bhopal,House,149.99,16666,1.0,,2,1,1,900.0,0,0,0,0,0,0,1,0,Road Facing Homes
naya pura kolar road,kolar road,House,71.31,6266,2.0,West,3,2,2,1138.0,0,0,0,1,0,0,1,8,Road Facing Homes
macker silver estate vertica,katara hills,Flat,35.0,3500,5.0,West,3,2,1,1000.0,0,0,0,0,0,0,1,56,Green View Homes
indrapuri apartments,piplani,Flat,21.0,3818,2.0,,3,2,1,550.0,0,0,0,0,0,0,1,0,Road Facing Homes
bagsewaniya,bagmuliya,House,375.32,13169,2.0,East,4,4,2,2850.0,0,0,0,1,0,0,0,31,Amenity Facing Homes
bhojpal shree krishna heights,katara hills,Flat,24.99,2777,2.0,North-West,2,2,2,900.0,0,0,0,0,0,1,1,25,Road Facing Homes
geet mohini phase vi,bypass road,House,75.0,6818,2.0,,3,3,0,1100.0,0,0,0,0,0,0,1,0,Road Facing Homes
danish hills view,kolar road,Flat,64.99,4482,4.0,East,4,2,1,1450.0,0,0,0,0,0,0,0,108,Green View Homes
sagar homes 3,kolar road,Flat,27.0,2700,2.0,North,3,2,1,1000.0,0,0,0,0,0,0,2,3,Road Facing Homes
danish nagar hoshangabad hoshangabad hoshangabad,hoshangabad road,House,185.99,5314,2.0,North-East,3,3,3,3500.0,1,0,0,1,1,0,1,24,Green View Homes
ultimate english villa,kolar road,House,65.0,8125,2.0,East,3,3,3,800.0,0,0,0,0,0,0,1,34,Premium Scenic Homes
regal kasturi,awadhpuri,House,177.76,8888,3.0,North,4,5,2,2000.0,0,0,0,1,0,0,1,27,Amenity Facing Homes
paras emperor phase 1,bawadia kalan,Flat,175.0,9259,9.0,East,3,3,3,1890.0,0,0,0,0,0,0,1,44,Amenity Facing Homes
kadambini,bhopal,House,124.99,13888,3.0,East,5,4,2,900.0,0,0,0,0,0,0,2,4,Road Facing Homes
indus regency,navi bagh,House,74.99,6521,2.0,North,5,4,2,1150.0,0,0,0,1,1,0,1,0,Amenity Facing Homes
agrawal sagar green hills,kolar road,Flat,44.82,4189,2.0,West,3,3,3,1070.0,0,0,0,0,0,0,0,51,Road Facing Homes
globus coral casa,karond,House,70.0,6944,2.0,West,3,3,2,1008.0,0,0,0,0,0,0,0,9,Green View Homes
rsr opel orris,misrod,Flat,34.99,2916,4.0,,2,2,2,1200.0,0,0,0,0,0,0,1,30,Amenity Facing Homes
globus green acres,lalgathi,Flat,74.99,5067,5.0,South-West,3,3,2,1480.0,0,0,0,0,0,0,1,71,Amenity Facing Homes
ayodhya nagar,ayodhya bypass,House,60.0,8333,2.0,East,3,3,1,720.0,0,0,0,0,0,0,1,49,Road Facing Homes
shiva whispering woods,salaiya,Flat,45.0,3333,5.0,East,3,2,3,1350.0,0,0,0,0,0,1,0,44,Amenity Facing Homes
madhav residency,mandideep,House,40.0,7619,3.0,,4,4,2,525.0,0,0,0,0,0,0,1,0,Road Facing Homes
vishnu hitech city,bawadia kalan,Flat,36.66,3666,4.0,North,3,2,1,1000.0,0,0,0,0,0,0,1,69,Green View Homes
chinarr dream ct,misrod,Flat,16.0,2500,5.0,,2,2,1,640.0,0,0,0,0,0,0,1,43,Green View Homes
janki apartments,kolar road,Flat,45.0,3396,6.0,,3,2,2,1325.0,0,0,1,0,0,0,0,64,Green View Homes
globus coral woods,misrod,Flat,55.0,5670,5.0,,3,2,1,970.0,1,0,0,0,0,0,1,48,Amenity Facing Homes
ma apartment,peer gate area,Flat,60.0,10000,0.0,,1,1,1,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
raj sidharth lake city,piplani,House,110.0,7857,2.0,,3,2,2,1400.0,0,0,0,1,0,0,1,25,Green View Homes
malikhedi,bhopal,House,15.0,2500,1.0,West,2,1,0,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
aamir apprtment,shahjahanabad,Flat,24.37,4166,2.0,West,2,2,1,585.0,0,1,0,0,0,0,1,13,Green View Homes
khajuri kalan,khajuri kalan,House,35.0,5833,,,2,2,0,600.0,0,0,0,0,0,0,1,3,Road Facing Homes
signature 360,katara hills,Flat,22.9,2539,3.0,East,3,2,2,902.0,0,0,0,0,0,0,1,74,Amenity Facing Homes
saket nagar,habib ganj,House,255.0,10625,2.0,East,4,4,3,2400.0,1,1,0,1,0,0,1,4,Green View Homes
ganesh complex,habib ganj,Flat,40.0,3333,0.0,,2,1,1,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes
bda swami vivekanand parisar,katara hills,House,90.0,9000,2.0,East,2,2,1,1000.0,1,0,0,0,1,0,1,63,Green View Homes
e 3 arera colony,arera colony,House,324.99,21666,1.0,South,2,2,0,1500.0,0,0,0,0,0,0,1,0,Green View Homes
vardhman green park,ashoka garden,House,65.01,6879,,,4,3,0,945.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhojpal shri radhakrishna residency,hoshangabad road,House,75.24,7166,2.0,West,3,2,2,1050.0,0,0,0,0,0,0,1,21,Green View Homes
new minal residency,ayodhya nagar,House,200.0,10000,2.0,,5,3,1,2000.0,0,0,0,0,0,0,1,28,Green View Homes
rai pink city,mahawadiya,House,61.0,4880,2.0,East,4,3,1,1250.0,0,0,0,0,0,0,1,13,Green View Homes
signature 99,kolar road,Flat,70.36,2984,3.0,West,4,4,2,2358.0,0,1,0,1,0,0,0,47,Green View Homes
shanti enclave,chuna bhatti,Flat,37.99,2235,3.0,,4,2,2,1700.0,0,0,0,0,0,0,1,9,Road Facing Homes
vaibhav apartment,bhopal,Flat,12.0,2000,4.0,,2,2,0,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
fortune kasturi,hoshangabad road,Flat,32.0,4000,4.0,North,2,2,2,800.0,0,0,0,0,0,0,1,46,Amenity Facing Homes
windsor palms,kolar road,House,55.0,6875,2.0,West,3,3,1,800.0,0,0,0,0,1,0,0,12,Amenity Facing Homes
fortune delight,hoshangabad road,House,241.94,11688,3.0,,4,4,1,2070.0,0,0,0,1,0,0,0,19,Green View Homes
swadesh red square,misrod,House,337.98,10562,2.0,East,5,5,3,3200.0,1,0,0,1,1,0,0,28,Green View Homes
shri balaji galaxy city,awadhpuri,House,133.12,9375,1.0,East,3,3,1,1420.0,0,0,0,0,0,0,1,51,Amenity Facing Homes
neelbad,neelbad,House,50.0,5000,2.0,East,4,5,1,1000.0,0,0,0,1,0,0,1,3,Road Facing Homes
fortune saumya,katara hills,Flat,17.0,2485,5.0,,2,1,1,684.0,0,0,0,0,0,0,1,0,Road Facing Homes
nayapura,lalgathi,House,219.99,14666,2.0,,4,3,1,1500.0,0,0,0,0,0,0,1,15,Amenity Facing Homes
sarc pacific blue,hoshangabad road,Flat,50.0,4545,4.0,North,3,2,1,1100.0,0,0,0,0,0,0,1,40,Green View Homes
agrawal sagar pearl phase 1,hoshangabad road,House,260.0,10000,2.0,East,4,4,3,2600.0,1,0,0,1,1,0,0,30,Premium Scenic Homes
rohitas nagar,khajuri kalan,House,40.0,5000,1.0,North,2,1,0,800.0,0,0,0,0,0,0,1,14,Green View Homes
glorious tower samrat colony,ashoka garden,Flat,17.0,3238,2.0,,2,2,2,525.0,0,0,0,0,0,0,1,0,Road Facing Homes
amaltas prospera,bagmugaliya,Flat,38.0,3800,5.0,West,3,2,2,1000.0,0,0,0,0,0,0,1,19,Amenity Facing Homes
awadhpuri,awadhpuri,House,260.0,3250,2.0,West,4,4,3,8000.0,1,1,0,1,1,0,1,18,Amenity Facing Homes
ayodhya bypass,ayodhya bypass,House,50.0,9090,2.0,East,3,2,1,550.0,0,0,0,0,0,0,1,4,Green View Homes
lig flats,central bhopal,Flat,15.0,3488,1.0,,1,1,1,430.0,0,0,0,0,0,0,1,0,Road Facing Homes
ultimate english villa,kolar road,House,63.0,7875,2.0,East,3,3,3,800.0,1,0,0,1,0,0,0,34,Amenity Facing Homes
firdous nagar,bhopal,House,39.99,2666,1.0,,3,2,1,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
archana balaji towers,patel nagar,Flat,25.0,3571,2.0,,2,2,2,700.0,0,0,0,0,0,0,1,8,Road Facing Homes
rakhi shankaracharya flower city,misrod,House,175.0,6250,2.0,,4,3,2,2800.0,0,0,1,1,0,0,0,90,Green View Homes
lakshya serene wood,chuna bhatti,House,49.0,4336,2.0,,3,3,0,1130.0,0,0,0,0,0,0,1,10,Road Facing Homes
sarvadharm colony,kolar road,House,45.0,3750,2.0,,2,3,2,1200.0,0,0,0,0,0,0,1,10,Road Facing Homes
metro heights mayadham,patel nagar,Flat,50.0,7812,2.0,,2,1,0,640.0,0,0,0,0,0,0,1,0,Road Facing Homes
archana balaji towers,patel nagar,Flat,20.0,2928,3.0,,2,2,2,683.0,0,0,0,0,0,0,1,8,Road Facing Homes
mirchandani shalimar fortleza,hoshangabad road,Flat,109.99,10566,9.0,East,3,3,3,1041.0,0,0,0,0,0,0,0,58,Premium Scenic Homes
globus coral woods,misrod,Flat,95.0,7624,6.0,,3,2,3,1246.0,0,0,0,0,0,0,0,44,Green View Homes
panchwati colony,lalgathi,House,67.0,8933,2.0,East,4,4,1,750.0,0,0,0,0,0,0,1,27,Amenity Facing Homes
sterling castles,bagmugaliya,House,99.99,9090,2.0,North,4,4,2,1100.0,0,0,0,0,0,0,1,12,Amenity Facing Homes
empire hights idgah hills,bhopal,Flat,34.99,4915,1.0,,3,2,1,712.0,0,0,0,0,0,0,1,0,Road Facing Homes
ishaan grand estate,misrod,House,270.0,10800,2.0,West,4,3,2,2500.0,1,0,1,1,0,0,1,55,Road Facing Homes
satya prakash nice space,bhopal,Flat,25.0,3834,2.0,South-East,2,1,2,652.0,0,0,0,0,0,0,0,60,Amenity Facing Homes
mahabali nagar,gehu kheda,House,42.0,8076,2.0,East,2,3,1,520.0,0,0,0,0,0,0,1,0,Road Facing Homes
agrawal sagar golden palm,katara hills,Flat,23.33,2592,5.0,,3,2,1,900.0,0,0,0,0,0,0,0,59,Amenity Facing Homes
kolar,gehu kheda,House,299.98,14285,2.0,,5,5,3,2100.0,0,1,1,0,0,0,1,10,Amenity Facing Homes
bhanpur height,karond,Flat,32.0,4475,3.0,,2,2,2,715.0,0,0,0,0,0,0,1,23,Green View Homes
awadhpuri,awadhpuri,House,70.0,5600,2.0,,3,3,2,1250.0,0,0,0,0,0,0,1,18,Amenity Facing Homes
raksha eden park,hoshangabad road,Flat,31.21,2812,2.0,West,3,3,3,1110.0,0,0,0,0,0,0,1,27,Green View Homes
chinarr dream ct,misrod,Flat,26.0,3611,5.0,West,2,2,1,720.0,0,0,0,0,0,0,1,49,Green View Homes
nirupam royal palms,hoshangabad road,Flat,25.99,3058,2.0,East,2,2,3,850.0,0,0,0,0,0,0,1,45,Amenity Facing Homes
shiv aangan,bawadia kalan,Flat,37.41,3144,2.0,West,3,3,3,1190.0,0,0,0,0,0,0,0,33,Amenity Facing Homes
sanjay complex,central bhopal,Flat,45.0,5769,1.0,,3,2,2,780.0,0,0,0,0,0,0,1,0,Road Facing Homes
sagar life style towers,bawadia kalan,Flat,16.0,3555,5.0,East,1,1,1,450.0,0,0,0,0,0,0,0,106,Green View Homes
kolar road,kolar road,House,207.98,8666,2.0,North,4,4,2,2400.0,1,1,0,1,1,0,1,9,Green View Homes
globus coral woods,misrod,Flat,65.0,3502,5.0,East,3,3,2,1856.0,0,0,0,0,0,0,0,54,Premium Scenic Homes
shri balaji swastik grand,misrod,Flat,40.0,2162,4.0,,3,3,2,1850.0,1,0,0,1,0,0,1,38,Road Facing Homes
silver okh,bawadia kalan,Flat,24.99,2705,9.0,,2,2,1,924.0,0,0,0,0,0,0,1,0,Road Facing Homes
private bijli colony,govindpura,House,349.38,5375,2.0,,7,5,3,6500.0,1,1,0,1,1,0,2,64,Road Facing Homes
draupadi shivlok phase 5,awadhpuri,House,58.0,7250,2.0,East,3,3,2,800.0,0,0,0,0,1,0,1,16,Green View Homes
navaakar parke serene,gehu kheda,Flat,35.0,3333,1.0,,3,2,1,1050.0,0,0,0,0,0,0,0,8,Road Facing Homes
city tower,peer gate area,Flat,25.0,3333,1.0,,2,2,1,750.0,0,0,0,0,0,0,1,6,Road Facing Homes
rohit nagar,bawadia kalan,House,440.0,11000,2.0,North-East,4,3,3,4000.0,1,0,0,1,1,0,0,14,Premium Scenic Homes
devki nikunj heights,katara hills,Flat,28.0,3544,6.0,,2,2,3,790.0,0,0,0,0,0,0,1,22,Green View Homes
citi vistaar,gehu kheda,Flat,35.64,2851,4.0,East,3,3,2,1250.0,0,0,0,1,1,0,0,59,Premium Scenic Homes
karond,karond,House,18.0,3000,1.0,,2,2,0,600.0,0,0,0,0,0,0,1,4,Green View Homes
fortune kasturi,hoshangabad road,Flat,34.99,2696,4.0,East,2,2,2,1298.0,0,0,0,0,0,0,1,71,Premium Scenic Homes
sarvadharm colony,kolar road,House,32.0,6986,2.0,,2,1,1,458.0,0,0,0,0,0,0,1,10,Road Facing Homes
global park city,katara hills,House,69.99,6666,2.0,East,3,2,1,1050.0,0,0,0,0,0,0,1,0,Road Facing Homes
katara hills,katara hills,House,137.6,6880,3.0,West,5,4,2,2000.0,0,0,0,0,0,0,1,31,Green View Homes
gammon shrishti cbd,central bhopal,Flat,149.68,12013,10.0,East,3,4,3,1246.0,0,1,0,0,0,0,1,69,Amenity Facing Homes
danish hills view,kolar road,Flat,84.98,4358,3.0,East,4,3,1,1950.0,0,0,0,0,0,0,1,47,Green View Homes
agrawal sagar landmark,ayodhya bypass,Flat,50.64,6743,7.0,North-East,2,1,2,751.0,0,0,0,0,0,0,1,121,Amenity Facing Homes
girnar hills,awadhpuri,Flat,13.35,2519,6.0,,2,2,2,530.0,0,0,0,0,0,0,1,33,Green View Homes
shriram traders ganga heights 1,gehu kheda,Flat,45.0,3333,4.0,East,3,3,2,1350.0,1,1,0,1,1,0,0,50,Green View Homes
british park,misrod,Flat,42.0,2228,5.0,,3,3,3,1885.0,0,0,0,0,0,0,1,0,Road Facing Homes
ahmedpur kalan,bhopal,House,55.0,9166,3.0,North,3,3,2,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
aryavrat british park,hoshangabad road,Flat,32.0,2424,2.0,,2,2,0,1320.0,0,0,0,0,0,0,1,77,Road Facing Homes
barrai,bhopal,House,75.99,5974,1.0,East,2,3,0,1272.0,0,0,0,0,0,0,1,6,Green View Homes
shiva whispering woods,salaiya,Flat,41.99,2333,5.0,,3,3,2,1800.0,0,0,0,0,0,0,1,44,Amenity Facing Homes
draupadi shivlok heights,khajuri kalan,Flat,10.0,2857,1.0,,1,1,1,350.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,kolar road,House,26.0,3939,1.0,North-East,2,1,0,660.0,0,0,0,0,0,0,1,9,Green View Homes
chinarr dream ct,misrod,Flat,31.0,2214,0.0,West,3,2,1,1400.0,0,0,0,0,0,0,1,75,Green View Homes
bairagarh,bairagarh,House,225.0,22500,2.0,,4,4,2,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
ibd hallmark citii,chuna bhatti,Flat,18.3,1702,2.0,,3,2,0,1075.0,0,0,0,0,0,0,1,27,Green View Homes
sajida nagar,bhopal,House,60.45,4318,2.0,North-East,6,3,2,1400.0,1,1,0,0,1,0,1,23,Amenity Facing Homes
new minal residency,ayodhya nagar,House,75.0,9375,1.0,East,3,3,2,800.0,0,0,0,0,0,0,1,34,Green View Homes
raksha eden park,hoshangabad road,Flat,41.99,3736,4.0,East,3,3,1,1124.0,0,0,0,0,0,1,0,42,Green View Homes
draupadi shivlok phase 5,awadhpuri,House,60.0,6024,2.0,North-West,3,3,3,996.0,0,0,0,0,0,0,2,16,Amenity Facing Homes
imperial heights,shahjahanabad,Flat,34.99,3888,3.0,East,3,2,1,900.0,0,0,0,0,0,0,1,32,Road Facing Homes
agrawal sagar green hills,kolar road,Flat,64.99,4391,2.0,North-West,3,3,3,1480.0,0,0,0,0,1,0,0,51,Amenity Facing Homes
chinarr 7th mile,outside bhopal,House,22.0,2328,1.0,,3,2,2,945.0,0,0,0,0,0,0,1,13,Green View Homes
airport road,gandhinagar,House,85.01,3542,1.0,East,3,2,1,2400.0,0,0,0,0,0,0,1,14,Amenity Facing Homes
sanjeev nagar,gandhinagar,House,129.99,8666,2.0,West,10,8,2,1500.0,0,0,0,1,0,0,1,3,Green View Homes
nehru nagar,central bhopal,House,135.0,13500,2.0,East,3,3,2,1000.0,0,0,0,0,0,0,1,19,Road Facing Homes
globus coral woods,misrod,Flat,119.98,5785,0.0,,5,5,2,2074.0,0,0,0,1,0,0,1,78,Amenity Facing Homes
surabhi smart city,habib ganj,Flat,85.0,8095,8.0,,3,3,2,1050.0,0,0,0,0,0,0,1,33,Amenity Facing Homes
shaligram rudraksh park,bawadia kalan,Flat,54.99,4782,5.0,East,3,3,2,1150.0,0,0,0,0,0,0,1,32,Amenity Facing Homes
ayodhya bypass,ayodhya bypass,House,65.0,8125,2.0,West,3,2,2,800.0,0,0,0,0,1,0,1,4,Green View Homes
afkar colony,bhopal,House,75.0,9375,2.0,East,8,6,2,800.0,0,0,0,0,0,0,0,13,Road Facing Homes
budhwara,bhopal,House,360.0,12000,3.0,,8,5,2,3000.0,0,0,0,0,0,0,1,3,Road Facing Homes
agrawal sagar campus,chuna bhatti,Flat,36.0,3000,3.0,,3,2,1,1200.0,0,0,0,0,0,0,1,46,Road Facing Homes
